route_id,service_id,trip_id,trip_headsign,shape_id,block_id
702,1628,2178012:557919:558874,Express - King's Crossing via Downtown,1807,558874
32,1628,2177234:557920:558918,St. Lawrence College,1773,558918
602,1627,2180134:557921:558816,Express - Innovation / Highway 15 via CFB,1576,558816
7,1627,2179921:557922:558911,Cataraqui Centre,1418,558911
702,1628,2178010:557923:558874,Express - King's Crossing via Downtown,1807,558874
702,1708,2168983:557924:558853,Express - King's Crossing via Downtown,1807,558853
702,1627,2179408:557925:558856,Express - King's Crossing via Division,1584,558856
602,1627,2180116:557926:558816,Express - Innovation / Highway 15 via CFB,1576,558816
701,1628,2177896:557927:558831,Express - Cataraqui Centre via Brock/Bath,1377,558831
702,1627,2180224:557928:558906,B - Express - Downtown,1812,558906
702,1708,2169045:557929:558925,Express - King's Crossing via Downtown,1807,558925
22,1627,2180067:557930:558786,A - Innovation / Highway 15,1725,558786
502,1627,2179164:557931:558865,Express - Downtown via Bayridge/Front,1516,558865
10,1628,2177712:557932:558835,Amherstview,1362,558835
15,1701,2167011:557933:558916,Centre 70 Park & Ride,1813,558916
11,1628,2177289:557934:558784,Train Station,1804,558784
15,1701,2167018:557935:558916,Centre 70 Park & Ride,1813,558916
602,1627,2180120:557936:558816,Express - Innovation / Highway 15 via CFB,1576,558816
501,1627,2179044:557937:558863,Express - Downtown via Princess St,1117,558863
2,1628,2177159:557938:558832,Train Station,1780,558832
32,1627,2179239:557939:558806,St. Lawrence College,1773,558806
501,1628,2177422:557940:558775,Express - Cataraqui Centre via Front/Bayridge,1506,558775
601,1627,2180115:557941:558816,Express - Queen's/KGH via CFB Kingston,1358,558816
702,1708,2169047:557942:558925,Express - King's Crossing via Downtown,1807,558925
1,1627,2179531:557943:558806,St. Lawrence College,1769,558806
13,1628,2177636:557944:558809,Cataraqui North,1441,558809
19,1627,2179698:557945:558836,Cataraqui Centre,1300,558836
1,1627,2179514:557946:558875,St. Lawrence College,1769,558875
501,1628,2177054:557947:558782,Express - Downtown via Princess St,1117,558782
702,1701,2167578:557948:558855,B - Express - Downtown,1812,558855
501,1627,2179124:557949:558892,Express - Cataraqui Centre via Front/Bayridge,1506,558892
502,1628,2177549:557950:558881,Express - Cataraqui Centre via Princess,1503,558881
13,1627,2180013:557951:558878,Cataraqui North,1441,558878
501,1628,2177052:557952:558782,Express - Cataraqui Centre via Front/Bayridge,1506,558782
19,1627,2179770:557953:558843,Woodhaven,826,558843
32,1627,2179220:557954:558769,St. Lawrence College,1774,558769
702,1628,2178070:557955:558884,B - Express - Downtown,1812,558884
502,1628,2177136:557956:558802,Express - Cataraqui Centre via Princess,1501,558802
2,1627,2180274:557957:558938,B - St. Lawrence College,1775,558938
22,1627,2180076:557958:558795,A - First Canada,1438,558795
6,1627,2179652:557959:558879,Cataraqui Centre,1797,558879
701,1627,2180192:557960:558852,Express - Cataraqui Centre via Brock/Bath,1377,558852
702,1701,2167594:557961:558857,B - Express - Downtown,1812,558857
16,1627,2179886:557962:558795,First Canada,1766,558795
601,1628,2177842:557963:558774,Express - Queen's/KGH via Downtown,648,558774
2,1627,2179291:557964:558830,Train Station,1780,558830
602,1628,2177864:557965:558776,Express - Innovation / Highway 15 via CFB,1576,558776
501,1627,2179043:557966:558863,Express - Cataraqui Centre via Front/Bayridge,1506,558863
12,1627,2180637:557967:558828,B - Downtown,1806,558828
15,1708,2168462:557968:558889,Centre 70 Park & Ride,1813,558889
2,1627,2179293:557969:558880,Train Station,1780,558880
2,1628,2177154:557970:558832,Train Station,1780,558832
11,1627,2179632:557971:558888,Cataraqui Centre,1719,558888
6,1627,2179581:557972:558882,Saint Lawrence College,1761,558882
13,1627,2179993:557973:558878,Cataraqui North,1441,558878
1,1627,2179492:557974:558914,St. Lawrence College,1769,558914
702,1701,2166778:557975:558789,Express - King's Crossing via Downtown,1807,558789
702,1701,2167603:557976:558883,B - Express - Downtown,1811,558883
701,1627,2179355:557977:558944,Express - Cataraqui Centre via Brock/Bath,1377,558944
7B,1628,2177611:557978:558783,Bus Terminal,1384,558783
702,1720,2173277:557979:558876,Express - King's Crossing via Downtown,1807,558876
7,1627,2179955:557980:558805,Grant Timmins/Dalton via John Counter Blvd,1385,558805
11,1628,2177286:557981:558837,Train Station,1804,558837
11,1627,2179634:557982:558911,Cataraqui Centre,1719,558911
702,1701,2167587:557983:558857,B - Express - Downtown,1812,558857
14,1627,2179975:557984:558882,Cataraqui North,1390,558882
15,1724,2164932:557985:558904,Centre 70 Park & Ride,1813,558904
7,1628,2178120:557986:558886,Cataraqui Centre,1569,558886
31,1628,2177210:557987:558918,Providence Care Hospital,1763,558918
502,1628,2177127:557988:558802,Express - Downtown via Bayridge/Front,1516,558802
16,1628,2177519:557989:558877,First Canada,1794,558877
10,1628,2177704:557990:558835,Amherstview,1362,558835
15,1708,2168463:557991:558889,Cataraqui Centre,1815,558889
1,1628,2177259:557992:558918,St. Lawrence College,1769,558918
702,1627,2180247:557993:558871,B - Express - Downtown,1812,558871
702,1720,2173279:557994:558876,Express - King's Crossing via Downtown,1807,558876
32,1627,2179199:557995:558887,St. Lawrence College,1774,558887
702,1701,2166796:557996:558883,Express - King's Crossing via Downtown,1807,558883
15,1724,2165115:557997:558785,Centre 70 Park & Ride,1813,558785
702,1720,2173167:557998:558823,Express - King's Crossing via Downtown,1807,558823
702,1724,2165499:557999:558897,Express - King's Crossing via Downtown,1807,558897
6B,1628,2177481:558000:558896,B - Gardiners Centre,1419,558896
15,1701,2167019:558001:558931,Centre 70 Park & Ride,1813,558931
701,1627,2179335:558002:558944,Express - Cataraqui Centre via Downtown,1610,558944
14,1628,2178093:558003:558884,Cataraqui North,1390,558884
701,1628,2177950:558004:558864,Express - Cataraqui Centre via Brock/Bath,1377,558864
22,1627,2179860:558005:558795,First Canada via MacCauley,1443,558795
802,1627,2179254:558006:558852,Express - Montreal Street Park & Ride,1312,558852
19,1628,2177402:558007:558933,Cataraqui Centre,1300,558933
4,1628,2177337:558008:558788,Downtown via Princess St,1169,558788
2,1627,2180252:558009:558804,B - Bus Terminal,1764,558804
2,1628,2177167:558010:558832,Division Street,1784,558832
16,1627,2179818:558011:558803,St. Lawrence College,1759,558803
502,1627,2179150:558012:558892,Express - Downtown via Bayridge/Front,1516,558892
702,1701,2166807:558013:558883,Express - King's Crossing via Downtown,1807,558883
15,1701,2167012:558014:558931,Centre 70 Park & Ride,1813,558931
801,1627,2180092:558015:558852,Express - Cataraqui Centre via Brock/Bath,1468,558852
702,1720,2173336:558016:558807,B - Express - Downtown,1812,558807
13,1627,2180015:558017:558817,Cataraqui North,1441,558817
16,1628,2177795:558018:558910,First Canada,1794,558910
702,1628,2178075:558019:558766,B - Express - Downtown,1812,558766
7,1628,2177580:558020:558908,Grant Timmins/Dalton via John Counter Blvd,1385,558908
501,1627,2180271:558021:558935,Express - Cataraqui Centre via Front/Bayridge,1506,558935
1,1628,2177256:558022:558844,Montreal Street,1778,558844
16,1627,2179806:558023:558795,St. Lawrence College,1759,558795
14,1627,2179985:558024:558879,Cataraqui North,1390,558879
602,1628,2177840:558025:558774,Express - Innovation / Highway 15 via CFB,1576,558774
502,1627,2179048:558026:558860,Express - Cataraqui Centre via Princess,1501,558860
N1,1628,2178044:558027:558874,Bus Terminal,1768,558874
19,1627,2179701:558028:558843,Cataraqui Centre,1300,558843
501,1628,2177063:558029:558845,Express - Downtown via Princess St,1117,558845
701,1628,2177883:558030:558831,Express - Cataraqui Centre via Brock/Bath,1377,558831
1,1628,2177251:558031:558780,Montreal Street,1778,558780
4,1628,2177391:558032:558933,Cataraqui Centre via Princess St,1499,558933
4,1627,2180266:558033:558892,Downtown via Princess St,1169,558892
601,1628,2177871:558034:558776,Express - Queen's/KGH via CFB Kingston,1358,558776
801,1627,2180094:558035:558871,Express - Cataraqui Centre via Brock/Bath,1468,558871
701,1628,2177882:558036:558831,Express - Cataraqui Centre via Downtown,1610,558831
13,1627,2180002:558037:558817,Cataraqui North,1441,558817
702,1627,2179419:558038:558819,Express - King's Crossing via Downtown,1807,558819
501,1628,2177044:558039:558845,Express - Cataraqui Centre via Front/Bayridge,1523,558845
10,1627,2180039:558040:558854,Amherstview,1362,558854
7,1628,2177586:558041:558910,Cataraqui Centre,1418,558910
19,1628,2177309:558042:558775,Woodhaven,826,558775
702,1701,2166804:558043:558883,Express - King's Crossing via Downtown,1807,558883
31,1628,2177214:558044:558844,Providence Care Hospital,1763,558844
702,1720,2173334:558045:558807,B - Express - Downtown,1812,558807
22,1627,2180060:558046:558803,A - Innovation / Highway 15,1725,558803
501,1627,2179133:558047:558893,Express - Cataraqui Centre via Front/Bayridge,1506,558893
16,1627,2179900:558048:558803,First Canada,1766,558803
702,1720,2173175:558049:558823,Express - King's Crossing via Downtown,1807,558823
702,1627,2180246:558050:558906,B - Express - Downtown,1812,558906
702,1627,2179386:558051:558819,Express - King's Crossing via Division,1584,558819
11,1627,2179629:558052:558805,Cataraqui Centre,1719,558805
702,1701,2167580:558053:558855,B - Express - Downtown,1812,558855
22,1627,2179854:558054:558795,First Canada via MacCauley,1443,558795
702,1708,2169151:558055:558858,B - Express - Downtown,1812,558858
31,1627,2179180:558056:558914,Providence Care Hospital,1763,558914
2,1628,2178085:558057:558899,B - Bus Terminal,1570,558899
701,1627,2179376:558058:558819,Express - Cataraqui Centre via Downtown,1610,558819
501,1627,2179110:558059:558863,Express - Downtown via Princess St,1117,558863
16,1627,2179877:558060:558786,First Canada,1766,558786
702,1724,2165462:558061:558813,Express - King's Crossing via Downtown,1807,558813
501,1627,2180272:558062:558935,Express - Cataraqui Centre via Front/Bayridge,1506,558935
801,1627,2179479:558063:558871,Express - Cataraqui Centre via Brock/Bath,1468,558871
22,1628,2177465:558064:558809,Innovation / Highway 15,1727,558809
15,1720,2172709:558065:558799,Cataraqui Centre,1815,558799
15,1724,2164951:558066:558861,Cataraqui Centre,1814,558861
16,1627,2179814:558067:558786,St. Lawrence College,1759,558786
32,1627,2179201:558068:558887,St. Lawrence College,1773,558887
15,1720,2172724:558069:558838,Centre 70 Park & Ride,1813,558838
2,1627,2179319:558070:558804,Division Street,1784,558804
702,1720,2173159:558071:558823,Express - King's Crossing via Downtown,1807,558823
22,1627,2179857:558072:558795,First Canada via MacCauley,1443,558795
16,1628,2177503:558073:558784,First Canada,1794,558784
15,1724,2164960:558074:558904,Cataraqui Centre,1814,558904
4,1627,2179729:558075:558935,Cataraqui Centre via Princess St,1499,558935
15,1701,2167029:558076:558797,Cataraqui Centre,1814,558797
4,1627,2179741:558077:558893,Cataraqui Centre via Princess St,1499,558893
16,1628,2177520:558078:558794,First Canada,1794,558794
6,1627,2179648:558079:558905,Cataraqui Centre,1797,558905
702,1628,2178061:558080:558923,B - Express - Downtown,1812,558923
22,1627,2180063:558081:558795,A - First Canada,1438,558795
702,1701,2166794:558082:558867,Express - King's Crossing via Downtown,1807,558867
14,1628,2177605:558083:558907,Cataraqui North,1390,558907
7,1627,2179954:558084:558847,Grant Timmins/Dalton via John Counter Blvd,1385,558847
11,1627,2179557:558085:558847,Train Station,1803,558847
1,1627,2179553:558086:558869,Montreal Street,1778,558869
702,1708,2169066:558087:558859,Express - King's Crossing via Downtown,1807,558859
702,1708,2169134:558088:558872,B - Express - Downtown,1812,558872
702,1724,2165492:558089:558770,Express - King's Crossing via Downtown,1807,558770
702,1724,2165497:558090:558787,Express - King's Crossing via Downtown,1807,558787
1,1627,2179488:558091:558914,Montreal Street,1778,558914
15,1720,2172711:558092:558903,Centre 70 Park & Ride,1813,558903
22,1627,2179850:558093:558786,First Canada via MacCauley,1443,558786
22,1628,2177493:558094:558792,First Canada via MacCauley,1443,558792
16,1627,2180177:558095:558803,St. Lawrence College,1759,558803
701,1628,2177997:558096:558874,Express - Cataraqui Centre via Brock/Bath,1377,558874
601,1628,2177856:558097:558776,Express - Queen's/KGH via CFB Kingston,1358,558776
701,1627,2179378:558098:558944,Express - Cataraqui Centre via Downtown,1610,558944
501,1627,2179035:558099:558863,Express - Downtown via Princess St,1117,558863
6,1627,2179568:558100:558905,Saint Lawrence College,1761,558905
11,1627,2179602:558101:558847,Train Station,1804,558847
7B,1627,2180220:558102:558804,Bus Terminal,1384,558804
4,1628,2177377:558103:558796,Cataraqui Centre via Princess St,1499,558796
16,1627,2179872:558104:558803,First Canada,1766,558803
6,1627,2179590:558105:558905,Cataraqui Centre,1781,558905
701,1627,2179363:558106:558944,Express - Cataraqui Centre via Brock/Bath,1377,558944
701,1627,2179390:558107:558819,Express - Cataraqui Centre via Downtown,1610,558819
701,1627,2180206:558108:558852,Express - Cataraqui Centre via Brock/Bath,1377,558852
14,1627,2179974:558109:558879,Cataraqui North,1390,558879
802,1627,2179258:558110:558871,Express - Montreal Street Park & Ride,1312,558871
22,1627,2179847:558111:558786,First Canada via MacCauley,1443,558786
601,1627,2180135:558112:558816,Express - Queen's/KGH via CFB Kingston,1358,558816
701,1627,2180104:558113:558906,Express - Cataraqui Centre via Brock/Bath,1377,558906
601,1628,2177867:558114:558776,Express - Queen's/KGH via CFB Kingston,1358,558776
N1,1627,2180212:558115:558804,Bus Terminal,1768,558804
7,1627,2179932:558116:558878,Grant Timmins/Dalton via John Counter Blvd,1385,558878
4,1628,2177366:558117:558796,Cataraqui Centre via Princess St,1499,558796
802,1628,2177756:558118:558923,Express - Montreal Street Park & Ride,1312,558923
702,1628,2177922:558119:558831,Express - King's Crossing via Downtown,1807,558831
702,1628,2177930:558120:558864,Express - King's Crossing via Division,1584,558864
15,1628,2177448:558121:558908,Centre 70 Park & Ride,1813,558908
15,1628,2177468:558122:558910,Centre 70 Park & Ride,1813,558910
4,1628,2177310:558123:558775,Cataraqui Centre via Princess St,1499,558775
7,1628,2177590:558124:558910,Cataraqui Centre,1418,558910
502,1628,2177133:558125:558802,Express - Cataraqui Centre via Princess,1501,558802
11,1628,2177300:558126:558849,Cataraqui Centre,1719,558849
11,1627,2179597:558127:558878,Train Station,1804,558878
702,1724,2165484:558128:558897,Express - King's Crossing via Downtown,1807,558897
6,1627,2179583:558129:558905,Saint Lawrence College,1761,558905
14,1627,2179967:558130:558905,Cataraqui North,1390,558905
19,1627,2179865:558131:558836,Woodhaven,826,558836
702,1628,2177963:558132:558864,Express - King's Crossing via Downtown,1807,558864
11,1627,2179608:558133:558911,Train Station,1804,558911
16,1628,2177522:558134:558814,St. Lawrence College,1759,558814
501,1628,2177098:558135:558783,Express - Cataraqui Centre via Front/Bayridge,1506,558783
501,1628,2177083:558136:558783,Express - Downtown via Princess St,1117,558783
16,1627,2179894:558137:558795,First Canada,1766,558795
702,1627,2180244:558138:558871,B - Express - Downtown,1812,558871
502,1627,2179155:558139:558892,Express - Downtown via Bayridge/Front,1516,558892
501,1628,2177082:558140:558783,Express - Downtown via Princess St,1117,558783
11,1627,2180189:558141:558805,Train Station,1803,558805
701,1627,2179379:558142:558819,Express - Cataraqui Centre via Downtown,1610,558819
14,1627,2179970:558143:558905,Cataraqui North,1390,558905
702,1720,2173211:558144:558901,Express - King's Crossing via Downtown,1807,558901
15,1627,2179657:558145:558911,Centre 70 Park & Ride,1813,558911
6,1628,2177459:558146:558814,Cataraqui Centre,1721,558814
801,1627,2179471:558147:558852,Express - Cataraqui Centre via Brock/Bath,1468,558852
2,1627,2179297:558148:558880,Train Station,1780,558880
19,1627,2179789:558149:558893,Cataraqui Centre,1300,558893
702,1701,2166787:558150:558867,Express - King's Crossing via Downtown,1807,558867
32,1627,2179214:558151:558875,St. Lawrence College,1773,558875
702,1724,2165470:558152:558813,Express - King's Crossing via Downtown,1807,558813
702,1701,2167583:558153:558857,B - Express - Downtown,1812,558857
7B,1627,2179172:558154:558935,Bus Terminal,981,558935
22,1627,2179832:558155:558795,Innovation / Highway 15,1727,558795
601,1628,2177872:558156:558776,Express - Queen's/KGH via CFB Kingston,1358,558776
701,1628,2177718:558157:558923,Express - Cataraqui Centre via Brock/Bath,1377,558923
7,1627,2179947:558158:558847,Grant Timmins/Dalton via John Counter Blvd,1385,558847
2,1627,2179322:558159:558804,Division Street,1784,558804
1,1627,2179526:558160:558769,Montreal Street,1778,558769
7,1628,2177574:558161:558907,Grant Timmins/Dalton via John Counter Blvd,1385,558907
13,1627,2180014:558162:558911,Cataraqui North,1441,558911
702,1628,2177898:558163:558831,Express - King's Crossing via Division,1584,558831
602,1627,2180154:558164:558913,Express - Innovation / Highway 15 via CFB,1576,558913
15,1720,2172708:558165:558799,Centre 70 Park & Ride,1813,558799
501,1628,2177071:558166:558783,Express - Cataraqui Centre via Front/Bayridge,1506,558783
14,1627,2179977:558167:558882,Cataraqui North,1390,558882
11,1628,2178308:558168:558910,B - Kingston Centre,1635,558910
2,1627,2179306:558169:558804,Train Station,1785,558804
4,1628,2177359:558170:558773,Downtown via Princess St,1169,558773
15,1724,2164953:558171:558868,Cataraqui Centre,1814,558868
11,1628,2177296:558172:558839,Cataraqui Centre,1719,558839
501,1628,2177074:558173:558783,Express - Cataraqui Centre via Front/Bayridge,1506,558783
22,1627,2180083:558174:558786,A - Innovation / Highway 15,1725,558786
15,1708,2168454:558175:558934,Cataraqui Centre,1815,558934
7B,1628,2177609:558176:558881,Bus Terminal,1384,558881
501,1627,2179028:558177:558863,Express - Downtown via Princess St,1117,558863
7B,1628,2177647:558178:558839,Bus Terminal,1384,558839
10,1627,2180028:558179:558854,Cataraqui Centre,1396,558854
7,1627,2179958:558180:558888,Grant Timmins/Dalton via John Counter Blvd,1385,558888
802,1628,2177722:558181:558923,Express - Montreal Street Park & Ride,1312,558923
15,1627,2179665:558182:558847,Centre 70 Park & Ride,1813,558847
10,1628,2177708:558183:558835,Cataraqui Centre,1396,558835
801,1628,2177774:558184:558766,Express - Cataraqui Centre via Brock/Bath,1468,558766
702,1720,2173204:558185:558901,Express - King's Crossing via Downtown,1807,558901
7,1628,2178123:558186:558837,Cataraqui Centre,1603,558837
11,1628,2177299:558187:558792,Cataraqui Centre,1719,558792
501,1627,2179097:558188:558790,Express - Downtown via Princess St,1117,558790
702,1724,2165469:558189:558942,Express - King's Crossing via Downtown,1807,558942
10,1628,2177701:558190:558835,Amherstview,1362,558835
15,1720,2172701:558191:558903,Cataraqui Centre,1815,558903
702,1628,2178078:558192:558766,B - Express - Downtown,1812,558766
10,1627,2180047:558193:558854,Cataraqui Centre,1396,558854
702,1627,2179407:558194:558819,Express - King's Crossing via Division,1584,558819
14,1627,2179976:558195:558879,Cataraqui North,1390,558879
7,1627,2179943:558196:558911,Grant Timmins/Dalton via John Counter Blvd,1385,558911
15,1708,2168478:558197:558934,Centre 70 Park & Ride,1813,558934
702,1708,2169163:558198:558859,B - Express - Downtown,1811,558859
502,1627,2180261:558199:558892,Express - Downtown via Bayridge/Front,1516,558892
501,1628,2177346:558200:558773,Express - Cataraqui Centre via Front/Bayridge,1506,558773
702,1720,2173338:558201:558941,B - Express - Downtown,1812,558941
702,1627,2179383:558202:558819,Express - King's Crossing via Division,1584,558819
4,1627,2179736:558203:558893,Downtown via Princess St,1169,558893
702,1628,2177906:558204:558831,Express - King's Crossing via Division,1584,558831
701,1628,2177925:558205:558831,Express - Cataraqui Centre via Downtown,1610,558831
702,1628,2178057:558206:558923,B - Express - Downtown,1812,558923
4,1628,2177390:558207:558933,Downtown via Princess St,1169,558933
15,1708,2168451:558208:558842,Cataraqui Centre,1815,558842
16,1627,2179813:558209:558803,St. Lawrence College,1759,558803
6,1627,2179591:558210:558879,Cataraqui Centre,1781,558879
11,1628,2177305:558211:558809,Cataraqui Centre,1719,558809
11,1627,2179622:558212:558817,Train Station,1381,558817
702,1708,2169153:558213:558858,B - Express - Downtown,1812,558858
7,1627,2179957:558214:558817,Grant Timmins/Dalton via John Counter Blvd,1385,558817
22,1627,2180064:558215:558786,A - First Canada,1438,558786
12,1627,2180634:558216:558828,CFB Kingston,1816,558828
601,1628,2177836:558217:558774,Express - Queen's/KGH via CFB Kingston,1358,558774
702,1708,2169095:558218:558859,Express - King's Crossing via Downtown,1807,558859
7B,1628,2178039:558219:558810,Bus Terminal,1384,558810
701,1628,2177928:558220:558864,Express - Cataraqui Centre via Downtown,1610,558864
701,1628,2177932:558221:558864,Express - Cataraqui Centre via Brock/Bath,1377,558864
502,1628,2177550:558222:558881,Express - Cataraqui Centre via Princess,1503,558881
13,1627,2180007:558223:558878,Cataraqui North,1441,558878
502,1628,2177132:558224:558802,Express - Cataraqui Centre via Princess,1501,558802
7B,1627,2180053:558225:558878,Bus Terminal,1384,558878
16,1627,2179801:558226:558786,St. Lawrence College,1759,558786
502,1628,2177371:558227:558796,Express - Downtown via Bayridge/Front,1516,558796
502,1627,2179079:558228:558865,Express - Cataraqui Centre via Princess,1501,558865
2,1628,2177183:558229:558891,Division Street,1784,558891
11,1627,2179616:558230:558888,Train Station,1381,558888
10,1627,2180057:558231:558854,Cataraqui Centre,1396,558854
31,1628,2177213:558232:558918,Providence Care Hospital,1763,558918
7,1627,2179950:558233:558817,Grant Timmins/Dalton via John Counter Blvd,1385,558817
6,1627,2179626:558234:558888,Cataraqui Centre,1724,558888
702,1701,2166806:558235:558789,Express - King's Crossing via Downtown,1807,558789
7,1628,2178121:558236:558794,Cataraqui Centre,1603,558794
15,1720,2172732:558237:558936,Centre 70 Park & Ride,1813,558936
701,1628,2177775:558238:558766,Express - Cataraqui Centre via Brock/Bath,1377,558766
6,1627,2179587:558239:558905,Cataraqui Centre,1781,558905
702,1708,2169138:558240:558872,B - Express - Downtown,1812,558872
701,1628,2177908:558241:558831,Express - Cataraqui Centre via Brock/Bath,1377,558831
4,1627,2179760:558242:558836,Cataraqui Centre via Princess St,1502,558836
15,1724,2164954:558243:558862,Cataraqui Centre,1814,558862
601,1627,2180109:558244:558816,Express - Queen's/KGH via CFB Kingston,1358,558816
31,1627,2179215:558245:558875,Providence Care Hospital,1763,558875
702,1708,2169146:558246:558858,B - Express - Downtown,1812,558858
501,1628,2177380:558247:558796,Express - Cataraqui Centre via Front/Bayridge,1506,558796
11,1627,2180285:558248:558847,B - Kingston Centre,1635,558847
601,1628,2177832:558249:558774,Express - Queen's/KGH via CFB Kingston,1358,558774
15,1724,2164940:558250:558821,Cataraqui Centre,1814,558821
12,1627,2180642:558251:558920,B - Downtown,1806,558920
16,1628,2177800:558252:558910,St. Lawrence College,1770,558910
4,1628,2178033:558253:558796,Downtown via Princess St,1170,558796
702,1628,2177985:558254:558874,Express - King's Crossing via Downtown,1807,558874
16,1628,2177501:558255:558910,First Canada,1794,558910
502,1628,2177323:558256:558788,Express - Downtown via Bayridge/Front,1516,558788
32,1628,2177230:558257:558780,St. Lawrence College,1773,558780
501,1627,2179067:558258:558928,Express - Cataraqui Centre via Front/Bayridge,1506,558928
19,1627,2179714:558259:558865,Cataraqui Centre,952,558865
19,1628,2177426:558260:558775,Cataraqui Centre,1300,558775
701,1628,2177888:558261:558831,Express - Cataraqui Centre via Brock/Bath,1377,558831
32,1628,2177229:558262:558844,St. Lawrence College,1773,558844
4,1628,2177349:558263:558773,Cataraqui Centre via Princess St,1499,558773
702,1720,2173205:558264:558901,Express - King's Crossing via Downtown,1807,558901
702,1628,2178068:558265:558766,B - Express - Downtown,1812,558766
1,1628,2177263:558266:558844,St. Lawrence College,1769,558844
16,1627,2179796:558267:558795,St. Lawrence College,1759,558795
601,1628,2177859:558268:558776,Express - Queen's/KGH via CFB Kingston,1358,558776
702,1628,2178058:558269:558884,B - Express - Downtown,1812,558884
11,1627,2179605:558270:558817,Train Station,1804,558817
11,1627,2180290:558271:558805,B - Kingston Centre,1635,558805
602,1627,2180160:558272:558913,Express - Innovation / Highway 15 via CFB,1576,558913
7,1627,2179917:558273:558878,Cataraqui Centre,1418,558878
701,1628,2177759:558274:558923,Express - Cataraqui Centre via Brock/Bath,1377,558923
701,1627,2179350:558275:558819,Express - Cataraqui Centre via Brock/Bath,1377,558819
702,1627,2179380:558276:558819,Express - King's Crossing via Division,1584,558819
702,1627,2179438:558277:558944,Express - King's Crossing via Downtown,1807,558944
16,1627,2179878:558278:558803,First Canada,1766,558803
701,1627,2179343:558279:558856,Express - Cataraqui Centre via Brock/Bath,1377,558856
2,1627,2179304:558280:558880,Division Street,1784,558880
702,1724,2165489:558281:558897,Express - King's Crossing via Downtown,1807,558897
4,1628,2177332:558282:558788,Cataraqui Centre via Princess St,1499,558788
15,1724,2164915:558283:558866,Centre 70 Park & Ride,1813,558866
19,1628,2177531:558284:558775,Woodhaven,826,558775
502,1628,2177106:558285:558802,Express - Downtown via Bayridge/Front,1516,558802
501,1627,2179125:558286:558935,Express - Cataraqui Centre via Front/Bayridge,1506,558935
6,1627,2179593:558287:558905,Cataraqui Centre,1781,558905
502,1627,2179051:558288:558860,Express - Downtown via Bayridge/Front,1516,558860
501,1628,2177093:558289:558783,Express - Cataraqui Centre via Front/Bayridge,1506,558783
701,1627,2179377:558290:558856,Express - Cataraqui Centre via Downtown,1610,558856
502,1627,2179076:558291:558865,Express - Downtown via Bayridge/Front,1516,558865
702,1724,2165522:558292:558813,B - Express - Downtown,1812,558813
32,1627,2179194:558293:558869,St. Lawrence College,1773,558869
702,1628,2178082:558294:558874,B - Express - Downtown,1811,558874
7B,1628,2177685:558295:558772,Bus Terminal,1417,558772
7,1627,2179962:558296:558803,Grant Timmins/Dalton via John Counter Blvd,1385,558803
22,1627,2180066:558297:558795,A - First Canada,1438,558795
15,1628,2177445:558298:558907,Cataraqui Centre,1815,558907
2,1627,2179265:558299:558938,Train Station,1780,558938
16,1628,2177518:558300:558849,St. Lawrence College,1759,558849
702,1628,2177970:558301:558864,Express - King's Crossing via Division,1584,558864
15,1627,2179681:558302:558805,Cataraqui Centre,1814,558805
15,1701,2167031:558303:558894,Cataraqui Centre,1814,558894
702,1628,2177903:558304:558831,Express - King's Crossing via Downtown,1807,558831
502,1627,2179166:558305:558865,Express - Cataraqui Centre via Princess,1501,558865
11,1627,2180294:558306:558805,B - Kingston Centre,1635,558805
15,1701,2167036:558307:558797,Cataraqui Centre,1814,558797
2,1627,2179266:558308:558938,Train Station,1780,558938
11,1627,2180289:558309:558847,B - Kingston Centre,1635,558847
601,1627,2180156:558310:558913,Express - Queen's/KGH via CFB Kingston,1358,558913
1,1627,2179550:558311:558869,Montreal Street,1778,558869
502,1628,2177138:558312:558802,Express - Downtown via Bayridge/Front,1516,558802
19,1627,2179719:558313:558893,Cataraqui Centre,1300,558893
4,1628,2177532:558314:558775,Cataraqui Centre via Princess St,1499,558775
16,1628,2177508:558315:558822,First Canada,1794,558822
702,1628,2178016:558316:558874,Express - King's Crossing via Downtown,1807,558874
15,1701,2167014:558317:558797,Centre 70 Park & Ride,1813,558797
31,1627,2179206:558318:558887,Providence Care Hospital,1763,558887
701,1628,2178017:558319:558874,Express - Cataraqui Centre via Brock/Bath,1377,558874
601,1628,2177809:558320:558774,Express - Queen's/KGH via CFB Kingston,1358,558774
702,1701,2167577:558321:558855,B - Express - Downtown,1812,558855
502,1627,2179086:558322:558865,Express - Cataraqui Centre via Princess,1501,558865
15,1708,2168450:558323:558791,Cataraqui Centre,1815,558791
19,1627,2179720:558324:558865,Woodhaven,826,558865
19,1627,2179700:558325:558892,Cataraqui Centre,1300,558892
702,1627,2179403:558326:558944,Express - King's Crossing via Division,1584,558944
4,1627,2179779:558327:558843,Cataraqui Centre via Princess St,1499,558843
4,1628,2177393:558328:558933,Cataraqui Centre via Princess St,1499,558933
22,1627,2180072:558329:558795,A - Innovation / Highway 15,1725,558795
15,1701,2167034:558330:558931,Cataraqui Centre,1814,558931
601,1628,2177847:558331:558776,Express - Queen's/KGH via CFB Kingston,1358,558776
701,1627,2179375:558332:558944,Express - Cataraqui Centre via Downtown,1610,558944
13,1628,2178098:558333:558784,Cataraqui North,1441,558784
16,1627,2179883:558334:558786,First Canada,1766,558786
