route_id,service_id,trip_id,trip_headsign,shape_id,block_id
90A,1615,2164145:532757:533446,Loyalist Link - Kingston,1693,533446
90A,1674,2164102:532758:533462,Loyalist Link - Kingston,1693,533462
90B,1615,2164170:532762:533443,Loyalist Link - Amherstview,1702,533443
90B,1674,2164125:532772:533563,Loyalist Link - Bath,1692,533563
90A,1615,2164154:532774:533533,Loyalist Link - Kingston,1693,533533
90B,1674,2164128:532796:533563,Loyalist Link - Bath,1692,533563
90A,1615,2164144:532822:533446,Loyalist Link - Kingston,1693,533446
90B,1615,2164162:532857:533545,Loyalist Link - Bath,1692,533545
90B,1674,2164127:532869:533563,Loyalist Link - Bath,1692,533563
90A,1674,2164110:532880:533557,Loyalist Link - Odessa,1690,533557
90A,1674,2164115:532921:533557,Loyalist Link - Kingston,1693,533557
90A,1615,2164147:532925:533446,Loyalist Link - Odessa,1690,533446
90B,1615,2164167:532940:533443,Loyalist Link - Bath,1692,533443
90B,1674,2164120:532948:533553,Loyalist Link - Amherstview,1702,533553
90A,1674,2164111:532960:533557,Loyalist Link - Odessa,1690,533557
90A,1674,2164112:532970:533557,Loyalist Link - Odessa,1690,533557
90B,1615,2164169:532979:533443,Loyalist Link - Bath,1692,533443
90B,1615,2164171:532983:533443,Loyalist Link - Amherstview,1702,533443
90A,1615,2164157:532990:533533,Loyalist Link - Kingston,1693,533533
90A,1674,2164114:532995:533557,Loyalist Link - Kingston,1693,533557
90B,1674,2164131:532997:533563,Loyalist Link - Amherstview,1702,533563
90B,1674,2164117:532998:533553,Loyalist Link - Amherstview,1702,533553
90A,1615,2164155:533041:533533,Loyalist Link - Kingston,1693,533533
90A,1615,2164153:533044:533533,Loyalist Link - Odessa,1690,533533
90A,1674,2164108:533052:533462,Loyalist Link - Odessa,1690,533462
90A,1615,2164152:533068:533533,Loyalist Link - Odessa,1690,533533
90B,1615,2164161:533078:533545,Loyalist Link - Amherstview,1702,533545
90A,1615,2164150:533087:533533,Loyalist Link - Odessa,1690,533533
90B,1674,2164121:533100:533553,Loyalist Link - Bath,1692,533553
90B,1674,2164132:533115:533563,Loyalist Link - Amherstview,1702,533563
90B,1615,2164160:533116:533545,Loyalist Link - Amherstview,1702,533545
90B,1674,2164124:533125:533553,Loyalist Link - Bath,1692,533553
90B,1674,2164126:533129:533563,Loyalist Link - Bath,1692,533563
90A,1615,2164149:533134:533446,Loyalist Link - Odessa,1690,533446
90A,1674,2164104:533135:533462,Loyalist Link - Kingston,1693,533462
90A,1674,2164116:533138:533557,Loyalist Link - Kingston,1693,533557
90B,1674,2164129:533148:533563,Loyalist Link - Amherstview,1702,533563
90B,1615,2164168:533151:533443,Loyalist Link - Bath,1692,533443
90A,1674,2164107:533165:533462,Loyalist Link - Odessa,1690,533462
90A,1674,2164103:533166:533462,Loyalist Link - Kingston,1693,533462
90A,1674,2164113:533168:533557,Loyalist Link - Kingston,1693,533557
90A,1674,2164101:533172:533462,Loyalist Link - Kingston,1693,533462
90A,1615,2164151:533180:533533,Loyalist Link - Odessa,1690,533533
90B,1615,2164172:533197:533443,Loyalist Link - Amherstview,1702,533443
90A,1674,2164109:533205:533557,Loyalist Link - Odessa,1690,533557
90A,1674,2164106:533235:533462,Loyalist Link - Odessa,1690,533462
90B,1674,2164119:533246:533553,Loyalist Link - Amherstview,1702,533553
90A,1615,2164156:533254:533533,Loyalist Link - Kingston,1693,533533
90B,1615,2164173:533268:533443,Loyalist Link - Amherstview,1702,533443
90B,1674,2164123:533272:533553,Loyalist Link - Bath,1692,533553
90B,1615,2164166:533276:533443,Loyalist Link - Bath,1692,533443
90B,1674,2164130:533278:533563,Loyalist Link - Amherstview,1702,533563
90B,1615,2164163:533283:533545,Loyalist Link - Bath,1692,533545
90A,1615,2164142:533288:533446,Loyalist Link - Kingston,1693,533446
90B,1615,2164159:533291:533545,Loyalist Link - Amherstview,1702,533545
90A,1615,2164143:533298:533446,Loyalist Link - Kingston,1693,533446
90A,1674,2164105:533334:533462,Loyalist Link - Odessa,1690,533462
90B,1615,2164158:533348:533545,Loyalist Link - Amherstview,1702,533545
90B,1615,2164165:533370:533545,Loyalist Link - Bath,1692,533545
90B,1674,2164118:533375:533553,Loyalist Link - Amherstview,1702,533553
90B,1674,2164122:533377:533553,Loyalist Link - Bath,1692,533553
90A,1615,2164146:533390:533446,Loyalist Link - Odessa,1690,533446
90B,1615,2164164:533401:533545,Loyalist Link - Bath,1692,533545
90A,1615,2164148:533407:533446,Loyalist Link - Odessa,1690,533446
19,1701,2167149:542953:549168,Woodhaven,826,549168
602,1708,2168932:542954:549294,Express - Innovation / Highway 15 via CFB,1576,549294
501,1708,2168069:542957:549167,Express - Downtown via Princess St,1117,549167
602,1723,2164580:542960:552097,Express - Innovation / Highway 15 via CFB,1496,552097
602,1724,2164580:542960:558912,Express - Innovation / Highway 15 via CFB,1496,558912
701,1701,2166768:542965:558883,Express - Cataraqui Centre via Downtown,1610,558883
19,1708,2168346:542967:549153,Woodhaven,826,549153
502,1701,2166507:542968:549116,Express - Downtown via Bayridge/Front,1516,549116
502,1708,2168108:542969:549278,Express - Downtown via Bayridge/Front,1516,549278
702,1701,2166779:542970:558789,Express - King's Crossing via Division,1584,558789
22,1701,2167188:542972:552096,Innovation / Highway 15,1727,552096
502,1712,2164474:542974:549184,Express - Downtown via Bayridge/Front,1516,549184
701,1723,2165407:542976:553100,Express - Cataraqui Centre via Brock/Bath,1377,553100
701,1724,2165407:542976:558813,Express - Cataraqui Centre via Brock/Bath,1377,558813
15,1723,2164956:542978:553082,Cataraqui Centre,1730,553082
701,1708,2168761:542979:558872,Express - Cataraqui Centre via Brock/Bath,1377,558872
601,1701,2167477:542980:549154,Express - Queen's/KGH via CFB Kingston,1358,549154
13,1701,2167413:542984:558931,Cataraqui North,1441,558931
15,1723,2165115:542986:552026,Centre 70 Park & Ride,1733,552026
11,1723,2164837:542987:553102,Cataraqui Centre,1728,553102
11,1724,2164837:542987:558866,Cataraqui Centre,1728,558866
22,1701,2167189:542989:551959,Innovation / Highway 15,1727,551959
7,1701,2167297:542990:558916,Grant Timmins/Dalton via John Counter Blvd,1385,558916
701,1723,2165454:542993:553146,Express - Cataraqui Centre via Brock/Bath,1377,553146
701,1724,2165454:542993:558820,Express - Cataraqui Centre via Brock/Bath,1377,558820
11,1708,2168321:542994:553104,Cataraqui Centre,1719,553104
7,1701,2167406:542995:558812,Cataraqui Centre,1394,558812
10,1701,2167391:542998:549371,Amherstview,1362,549371
601,1708,2168940:543002:549294,Express - Queen's/KGH via CFB Kingston,1358,549294
13,1701,2167350:543003:558797,Cataraqui North,1441,558797
22,1708,2168579:543004:558833,A - First Canada,1438,558833
22,1701,2167196:543009:551942,Innovation / Highway 15,1727,551942
4,1708,2168349:543010:549153,Downtown via Princess St,1169,549153
701,1708,2169030:543012:558925,Express - Cataraqui Centre via Brock/Bath,1377,558925
701,1708,2169039:543013:558925,Express - Cataraqui Centre via Brock/Bath,1377,558925
501,1708,2168088:543014:549167,Express - Cataraqui Centre via Front/Bayridge,1506,549167
4,1723,2165356:543015:553115,Downtown via Princess St,1170,553115
4,1724,2165356:543015:558851,Downtown via Princess St,1170,558851
701,1723,2165419:543017:553100,Express - Cataraqui Centre via Brock/Bath,1377,553100
701,1724,2165419:543017:558813,Express - Cataraqui Centre via Brock/Bath,1377,558813
502,1712,2164908:543020:549195,Express - Cataraqui Centre via Princess,1501,549195
702,1723,2165658:543021:553169,Express - King's Crossing via Division,1584,553169
702,1724,2165658:543021:558787,Express - King's Crossing via Division,1584,558787
11,1701,2166987:543022:558800,Cataraqui Centre,1719,558800
601,1723,2164584:543023:552097,Express - Queen's/KGH via CFB Kingston,1358,552097
601,1724,2164584:543023:558912,Express - Queen's/KGH via CFB Kingston,1358,558912
601,1701,2167495:543025:549154,Express - Queen's/KGH via Downtown,648,549154
602,1708,2168906:543026:549099,Express - Innovation / Highway 15 via CFB,1576,549099
501,1723,2165194:543029:553066,Express - Cataraqui Centre via Front/Bayridge,1506,553066
501,1724,2165194:543029:558915,Express - Cataraqui Centre via Front/Bayridge,1506,558915
702,1708,2169091:543034:558859,Express - King's Crossing via Division,1584,558859
4,1708,2168431:543037:549233,Downtown via Princess St,1170,549233
501,1712,2164867:543039:549274,Express - Downtown via Princess St,1117,549274
502,1701,2166510:543041:549116,Express - Downtown via Bayridge/Front,1516,549116
601,1701,2167465:543043:549154,Express - Queen's/KGH via CFB Kingston,1358,549154
502,1723,2164452:543046:553169,Express - Downtown via Bayridge/Front,1516,553169
502,1724,2164452:543046:558787,Express - Downtown via Bayridge/Front,1516,558787
701,1708,2168786:543050:558858,Express - Cataraqui Centre via Brock/Bath,1377,558858
701,1723,2165425:543053:553100,Express - Cataraqui Centre via Brock/Bath,1377,553100
701,1724,2165425:543053:558813,Express - Cataraqui Centre via Brock/Bath,1377,558813
702,1708,2169094:543056:558859,Express - King's Crossing via Division,1584,558859
14,1723,2165096:543059:553169,Cataraqui North,1390,553169
14,1724,2165096:543059:558787,Cataraqui North,1390,558787
502,1723,2164909:543060:553169,Express - Cataraqui Centre via Princess,1501,553169
502,1724,2164909:543060:558787,Express - Cataraqui Centre via Princess,1501,558787
502,1723,2165184:543067:553169,Express - Cataraqui Centre via Princess,1501,553169
502,1724,2165184:543067:558787,Express - Cataraqui Centre via Princess,1501,558787
14,1701,2167323:543070:551939,Cataraqui North,1390,551939
10,1701,2167401:543071:549371,Cataraqui Centre,1396,549371
502,1701,2166384:543072:549116,Express - Downtown via Bayridge/Front,1516,549116
19,1701,2167221:543074:558800,Woodhaven,826,558800
501,1701,2166435:543077:549341,Express - Cataraqui Centre via Front/Bayridge,1506,549341
701,1708,2168787:543080:558858,Express - Cataraqui Centre via Brock/Bath,1377,558858
801,1701,2166829:543081:558855,Express - Cataraqui Centre via Brock/Bath,1468,558855
11,1708,2169442:543086:558833,B - Kingston Centre,1635,558833
19,1701,2167224:543087:549179,Cataraqui Centre,1300,549179
4,1701,2167062:543088:549179,Cataraqui Centre via Princess St,1499,549179
22,1701,2167415:543089:552096,A - Innovation / Highway 15,1725,552096
14,1712,2165106:543103:549274,Cataraqui North,1390,549274
801,1708,2168768:543106:558858,Express - Cataraqui Centre via Brock/Bath,1468,558858
701,1708,2168799:543107:558801,Express - Cataraqui Centre via Brock/Bath,1377,558801
501,1712,2165150:543109:551945,Express - Cataraqui Centre via Front/Bayridge,1506,551945
7,1701,2167270:543112:558808,Cataraqui Centre,1418,558808
4,1723,2165137:543115:552026,Cataraqui Centre via Princess St,1499,552026
4,1724,2165137:543115:558785,Cataraqui Centre via Princess St,1499,558785
501,1712,2164415:543116:549270,Express - Cataraqui Centre via Front/Bayridge,1506,549270
502,1723,2165169:543119:549226,Express - Downtown via Bayridge/Front,1516,549226
502,1724,2165169:543119:558904,Express - Downtown via Bayridge/Front,1516,558904
701,1723,2165444:543121:553100,Express - Cataraqui Centre via Brock/Bath,1377,553100
701,1724,2165444:543121:558813,Express - Cataraqui Centre via Brock/Bath,1377,558813
501,1708,2168084:543126:549167,Express - Cataraqui Centre via Front/Bayridge,1506,549167
601,1701,2167503:543128:549355,Express - Queen's/KGH via CFB Kingston,1358,549355
7,1701,2167306:543129:558800,Grant Timmins/Dalton via John Counter Blvd,1385,558800
11,1701,2168000:543131:558894,B - Kingston Centre,1635,558894
15,1723,2164939:543132:552026,Cataraqui Centre,1730,552026
501,1712,2165164:543134:549317,Express - Cataraqui Centre via Front/Bayridge,1506,549317
6B,1708,2168497:543135:553131,B - Gardiners Centre,1419,553131
501,1701,2166385:543138:549105,Express - Downtown via Princess St,1117,549105
701,1723,2165598:543139:553100,Express - Cataraqui Centre via Downtown,1610,553100
701,1724,2165598:543139:558813,Express - Cataraqui Centre via Downtown,1610,558813
501,1701,2166437:543140:549341,Express - Cataraqui Centre via Front/Bayridge,1506,549341
4,1708,2168335:543143:549316,Downtown via Princess St,1169,549316
14,1712,2165094:543144:552008,Cataraqui North,1390,552008
7,1723,2165214:543152:553115,Cataraqui Centre,1418,553115
7,1724,2165214:543152:558851,Cataraqui Centre,1418,558851
801,1701,2166835:543154:558857,Express - Cataraqui Centre via Brock/Bath,1468,558857
502,1723,2164451:543155:553169,Express - Downtown via Bayridge/Front,1516,553169
502,1724,2164451:543155:558787,Express - Downtown via Bayridge/Front,1516,558787
22,1701,2167183:543163:551959,Innovation / Highway 15,1727,551959
601,1701,2167505:543164:549355,Express - Queen's/KGH via CFB Kingston,1358,549355
701,1701,2166802:543166:558883,Express - Cataraqui Centre via Downtown,1610,558883
15,1723,2164925:543167:553121,Centre 70 Park & Ride,1733,553121
502,1723,2165178:543168:551971,Express - Downtown via Bayridge/Front,1516,551971
502,1724,2165178:543168:558778,Express - Downtown via Bayridge/Front,1516,558778
22,1708,2168470:543170:553131,Innovation / Highway 15,1727,553131
7,1701,2167375:543172:552034,Cataraqui Centre,1449,552034
801,1708,2168798:543173:558801,Express - Cataraqui Centre via Brock/Bath,1468,558801
601,1708,2168909:543176:549099,Express - Queen's/KGH via CFB Kingston,1358,549099
19,1701,2167066:543177:549168,Cataraqui Centre,1300,549168
10,1712,2164992:543182:549192,Amherstview,1362,549192
501,1723,2164868:543184:553169,Express - Downtown via Princess St,1117,553169
501,1724,2164868:543184:558787,Express - Downtown via Princess St,1117,558787
10,1708,2168712:543187:549146,Amherstview,1362,549146
701,1723,2165389:543189:553151,Express - Cataraqui Centre via Brock/Bath,1377,553151
701,1724,2165389:543189:558798,Express - Cataraqui Centre via Brock/Bath,1377,558798
502,1708,2168133:543190:558919,Express - Downtown via Bayridge/Front,1516,558919
11,1723,2164834:543193:553156,Cataraqui Centre,1728,553156
11,1724,2164834:543193:558940,Cataraqui Centre,1728,558940
801,1708,2168746:543200:558858,Express - Cataraqui Centre via Brock/Bath,1468,558858
7,1708,2168608:543203:558833,Cataraqui Centre,1418,558833
22,1723,2165309:543208:552068,First Canada via MacCauley,1443,552068
22,1724,2165309:543208:558821,First Canada via MacCauley,1443,558821
2,1701,2167608:543209:551988,B - Bus Terminal,1570,551988
10,1701,2167395:543212:549371,Amherstview,1362,549371
7,1712,2165205:543213:553077,Grant Timmins/Dalton via John Counter Blvd,1385,553077
702,1708,2169024:543214:558925,Express - King's Crossing via Division,1584,558925
701,1708,2168744:543217:558858,Express - Cataraqui Centre via Brock/Bath,1377,558858
501,1712,2165146:543218:549100,Express - Downtown via Princess St,1117,549100
7,1708,2168592:543219:558889,Grant Timmins/Dalton via John Counter Blvd,1385,558889
22,1701,2167437:543220:551942,A - Innovation / Highway 15,1725,551942
10,1701,2167389:543222:549371,Cataraqui Centre,1396,549371
15,1723,2164915:543223:553102,Centre 70 Park & Ride,1733,553102
7,1723,2165022:543225:552035,Grant Timmins/Dalton via John Counter Blvd,1385,552035
7,1724,2165022:543225:558811,Grant Timmins/Dalton via John Counter Blvd,1385,558811
501,1723,2164875:543227:553169,Express - Cataraqui Centre via Front/Bayridge,1506,553169
501,1724,2164875:543227:558787,Express - Cataraqui Centre via Front/Bayridge,1506,558787
701,1723,2165440:543229:553151,Express - Cataraqui Centre via Brock/Bath,1377,553151
701,1724,2165440:543229:558798,Express - Cataraqui Centre via Brock/Bath,1377,558798
7,1708,2168648:543232:558842,Cataraqui Centre,1371,558842
702,1701,2166752:543233:558867,Express - King's Crossing via Division,1584,558867
7,1708,2168572:543236:558833,Cataraqui Centre,1418,558833
701,1723,2165399:543237:553167,Express - Cataraqui Centre via Brock/Bath,1377,553167
701,1724,2165399:543237:558942,Express - Cataraqui Centre via Brock/Bath,1377,558942
601,1701,2167462:543239:549154,Express - Queen's/KGH via CFB Kingston,1358,549154
701,1723,2165674:543240:553100,Express - Cataraqui Centre via Downtown,1610,553100
701,1724,2165674:543240:558813,Express - Cataraqui Centre via Downtown,1610,558813
502,1723,2164888:543241:553102,Express - Downtown via Bayridge/Front,1516,553102
502,1724,2164888:543241:558866,Express - Downtown via Bayridge/Front,1516,558866
19A,1723,2164544:543243:552026,Westbrook,1088,552026
19A,1724,2164544:543243:558785,Westbrook,1088,558785
801,1723,2165577:543244:553084,Express - Cataraqui Centre via Brock/Bath,1468,553084
801,1724,2165577:543244:558770,Express - Cataraqui Centre via Brock/Bath,1468,558770
502,1712,2164484:543247:549274,Express - Downtown via Bayridge/Front,1516,549274
13,1723,2165850:543252:549226,Cataraqui North,1441,549226
13,1724,2165850:543252:558904,Cataraqui North,1441,558904
701,1708,2168780:543255:558872,Express - Cataraqui Centre via Brock/Bath,1377,558872
19,1708,2168406:543256:549131,Cataraqui Centre,1300,549131
701,1723,2165453:543257:553169,Express - Cataraqui Centre via Brock/Bath,1377,553169
701,1724,2165453:543257:558787,Express - Cataraqui Centre via Brock/Bath,1377,558787
22,1723,2165267:543260:553121,Innovation / Highway 15,1727,553121
22,1724,2165267:543260:558868,Innovation / Highway 15,1727,558868
10,1712,2165004:543262:549192,Cataraqui Centre,1396,549192
13,1701,2167365:543264:558808,Cataraqui North,1441,558808
11,1712,2164818:543266:553077,Cataraqui Centre,1728,553077
22,1723,2165272:543270:552061,Innovation / Highway 15,1727,552061
22,1724,2165272:543270:558862,Innovation / Highway 15,1727,558862
502,1723,2164455:543274:553169,Express - Downtown via Bayridge/Front,1516,553169
502,1724,2164455:543274:558787,Express - Downtown via Bayridge/Front,1516,558787
4,1723,2165128:543278:553165,Downtown via Princess St,1169,553165
4,1724,2165128:543278:558781,Downtown via Princess St,1169,558781
501,1701,2167625:543279:549179,Express - Cataraqui Centre via Front/Bayridge,1506,549179
22,1712,2165231:543280:552088,A - Innovation / Highway 15,1725,552088
701,1708,2168962:543281:558853,Express - Cataraqui Centre via Downtown,1610,558853
19,1708,2168554:543283:552099,Woodhaven,826,552099
7B,1701,2167574:543285:558883,Bus Terminal,1384,558883
10,1723,2165011:543288:553125,Cataraqui Centre,1396,553125
10,1724,2165011:543288:558890,Cataraqui Centre,1396,558890
502,1708,2168369:543292:549301,Express - Downtown via Bayridge/Front,1516,549301
701,1701,2166755:543293:558883,Express - Cataraqui Centre via Downtown,1610,558883
10,1723,2165020:543295:553125,Cataraqui Centre,1396,553125
10,1724,2165020:543295:558890,Cataraqui Centre,1396,558890
602,1708,2168933:543301:549294,Express - Innovation / Highway 15 via CFB,1576,549294
19,1701,2167058:543304:549304,Cataraqui Centre,1300,549304
601,1708,2168905:543306:549099,Express - Queen's/KGH via CFB Kingston,1358,549099
502,1701,2167610:543310:549304,Express - Downtown via Bayridge/Front,1516,549304
22,1723,2165325:543314:552109,First Canada via MacCauley,1443,552109
22,1724,2165325:543314:558885,First Canada via MacCauley,1443,558885
502,1712,2164900:543315:551977,Express - Downtown via Bayridge/Front,1516,551977
601,1712,2164594:543316:549228,Express - Queen's/KGH via Downtown,648,549228
701,1723,2165439:543318:553165,Express - Cataraqui Centre via Brock/Bath,1377,553165
701,1724,2165439:543318:558781,Express - Cataraqui Centre via Brock/Bath,1377,558781
801,1708,2168764:543319:558858,Express - Cataraqui Centre via Brock/Bath,1468,558858
4,1712,2164567:543323:551968,Downtown via Princess St,1493,551968
701,1701,2166732:543324:558789,Express - Cataraqui Centre via Downtown,1610,558789
4,1701,2167145:543327:549179,Downtown via Princess St,1169,549179
22,1708,2168611:543331:552028,A - Innovation / Highway 15,1725,552028
19,1701,2167143:543332:549179,Woodhaven,826,549179
7,1701,2167258:543336:558916,Cataraqui Centre,1418,558916
602,1708,2168901:543338:549099,Express - Innovation / Highway 15 via CFB,1576,549099
501,1712,2165142:543343:549317,Express - Downtown via Princess St,1117,549317
4,1712,2164978:543346:549270,Cataraqui Centre via Princess St,1499,549270
22,1723,2165336:543348:552001,Innovation / Highway 15,1727,552001
22,1724,2165336:543348:558771,Innovation / Highway 15,1727,558771
501,1701,2166424:543349:549341,Express - Downtown via Princess St,1117,549341
22,1723,2165332:543354:552061,Innovation / Highway 15,1727,552061
22,1724,2165332:543354:558862,Innovation / Highway 15,1727,558862
22,1723,2165291:543360:553137,Innovation / Highway 15,1727,553137
22,1724,2165291:543360:558921,Innovation / Highway 15,1727,558921
7,1723,2165209:543361:552005,Grant Timmins/Dalton via John Counter Blvd,1385,552005
7,1724,2165209:543361:558846,Grant Timmins/Dalton via John Counter Blvd,1385,558846
701,1723,2165601:543362:553100,Express - Cataraqui Centre via Downtown,1610,553100
701,1724,2165601:543362:558813,Express - Cataraqui Centre via Downtown,1610,558813
501,1708,2168068:543364:549167,Express - Downtown via Princess St,1117,549167
701,1723,2165612:543373:553111,Express - Cataraqui Centre via Downtown,1610,553111
701,1724,2165612:543373:558897,Express - Cataraqui Centre via Downtown,1610,558897
601,1708,2168934:543375:549294,Express - Queen's/KGH via CFB Kingston,1358,549294
19A,1723,2165226:543379:553066,Cataraqui Centre,1063,553066
19A,1724,2165226:543379:558915,Cataraqui Centre,1063,558915
702,1701,2166748:543380:558883,Express - King's Crossing via Division,1584,558883
501,1701,2166460:543381:558812,Express - Cataraqui Centre via Front/Bayridge,1506,558812
701,1723,2165411:543382:553167,Express - Cataraqui Centre via Brock/Bath,1377,553167
701,1724,2165411:543382:558942,Express - Cataraqui Centre via Brock/Bath,1377,558942
802,1708,2168756:543383:558872,Express - Montreal Street Park & Ride,1312,558872
4,1701,2167109:543386:558812,Downtown via Princess St,1169,558812
4,1708,2168365:543387:549301,Downtown via Princess St,1169,549301
6,1708,2168504:543391:553171,Cataraqui Centre,1721,553171
701,1708,2169036:543393:558925,Express - Cataraqui Centre via Downtown,1610,558925
10,1708,2168833:543394:549146,Cataraqui Centre,1568,549146
802,1723,2165541:543395:553165,Express - Montreal Street Park & Ride,1312,553165
802,1724,2165541:543395:558781,Express - Montreal Street Park & Ride,1312,558781
502,1712,2164412:543397:551977,Express - Downtown via Bayridge/Front,1516,551977
19A,1712,2164377:543399:549274,Westbrook,1088,549274
22,1708,2168483:543400:558934,Innovation / Highway 15,1727,558934
22,1723,2165227:543402:552111,A - Innovation / Highway 15,1725,552111
22,1724,2165227:543402:558768,A - Innovation / Highway 15,1725,558768
22,1701,2167416:543403:551959,A - First Canada,1438,551959
7,1708,2168586:543404:553164,Cataraqui Centre,1418,553164
501,1708,2168067:543405:549167,Express - Cataraqui Centre via Front/Bayridge,1506,549167
502,1701,2166513:543406:549116,Express - Cataraqui Centre via Princess,1501,549116
6,1708,2168503:543409:558900,Cataraqui Centre,1721,558900
502,1701,2166503:543410:549304,Express - Downtown via Bayridge/Front,1516,549304
10,1701,2167541:543413:549371,Cataraqui Centre,1568,549371
501,1708,2168087:543414:549167,Express - Cataraqui Centre via Front/Bayridge,1506,549167
19,1708,2168444:543416:549316,Cataraqui Centre,1300,549316
602,1708,2168907:543417:549099,Express - Innovation / Highway 15 via CFB,1576,549099
2,1708,2169133:543418:552100,B - Bus Terminal,1567,552100
4,1712,2165120:543419:549104,Downtown via Princess St,1169,549104
11,1712,2164812:543420:553072,Cataraqui Centre,1728,553072
802,1723,2165539:543422:553084,Express - Montreal Street Park & Ride,1312,553084
802,1724,2165539:543422:558770,Express - Montreal Street Park & Ride,1312,558770
502,1701,2166491:543433:558812,Express - Downtown via Bayridge/Front,1516,558812
502,1708,2168096:543435:549278,Express - Downtown via Bayridge/Front,1516,549278
15,1723,2164950:543438:551971,Cataraqui Centre,1730,551971
22,1701,2167426:543439:551959,A - Innovation / Highway 15,1725,551959
502,1708,2168348:543442:549153,Express - Downtown via Bayridge/Front,1516,549153
601,1723,2165766:543443:552097,A - Express - Queen's/KGH via Highway 15,1565,552097
601,1724,2165766:543443:558912,A - Express - Queen's/KGH via Highway 15,1565,558912
502,1712,2164483:543444:549274,Express - Downtown via Bayridge/Front,1516,549274
701,1701,2166697:543447:558867,Express - Cataraqui Centre via Brock/Bath,1377,558867
7,1708,2168699:543448:553171,Cataraqui Centre,1394,553171
7B,1708,2168702:543452:552099,Bus Terminal,1417,552099
14,1701,2167322:543453:558924,Cataraqui North,1390,558924
601,1723,2165772:543456:552022,A - Express - Queen's/KGH via Highway 15,1565,552022
601,1724,2165772:543456:558943,A - Express - Queen's/KGH via Highway 15,1565,558943
501,1701,2166413:543457:549105,Express - Downtown via Princess St,1117,549105
13,1708,2168659:543460:558842,Cataraqui North,1441,558842
701,1708,2168766:543461:558858,Express - Cataraqui Centre via Brock/Bath,1377,558858
701,1708,2169012:543462:558925,Express - Cataraqui Centre via Brock/Bath,1377,558925
501,1701,2166436:543463:549341,Express - Cataraqui Centre via Front/Bayridge,1506,549341
502,1701,2166376:543465:549111,Express - Cataraqui Centre via Princess,1501,549111
502,1723,2164886:543469:553102,Express - Downtown via Bayridge/Front,1516,553102
502,1724,2164886:543469:558866,Express - Downtown via Bayridge/Front,1516,558866
7,1723,2165041:543470:552097,Cataraqui Centre,1418,552097
7,1724,2165041:543470:558912,Cataraqui Centre,1418,558912
15,1723,2165118:543472:552026,Cataraqui Centre,1730,552026
601,1708,2168889:543474:549099,Express - Queen's/KGH via CFB Kingston,1358,549099
7B,1701,2167411:543475:558894,Bus Terminal,1417,558894
501,1712,2164423:543476:551968,Express - Cataraqui Centre via Front/Bayridge,1506,551968
4,1708,2168408:543478:549233,Downtown via Princess St,1169,549233
14,1723,2165087:543480:553069,Cataraqui North,1390,553069
14,1724,2165087:543480:558902,Cataraqui North,1390,558902
6,1708,2168502:543483:558842,Cataraqui Centre,1721,558842
501,1708,2168085:543485:549167,Express - Cataraqui Centre via Front/Bayridge,1506,549167
22,1723,2165342:543490:552035,First Canada via MacCauley,1443,552035
22,1724,2165342:543490:558811,First Canada via MacCauley,1443,558811
19A,1712,2164533:543491:553077,Cataraqui Centre,1063,553077
22,1701,2167435:543493:551959,A - Innovation / Highway 15,1725,551959
19,1712,2164399:543496:551945,Cataraqui Centre,974,551945
801,1708,2168789:543498:558858,Express - Cataraqui Centre via Brock/Bath,1468,558858
701,1708,2168734:543500:558872,Express - Cataraqui Centre via Brock/Bath,1377,558872
4,1701,2167091:543501:549235,Downtown via Princess St,1169,549235
801,1701,2166833:543502:558857,Express - Cataraqui Centre via Brock/Bath,1468,558857
4,1701,2167112:543503:549179,Cataraqui Centre via Princess St,1502,549179
701,1708,2168775:543505:558872,Express - Cataraqui Centre via Brock/Bath,1377,558872
701,1701,2167553:543506:558857,Express - Cataraqui Centre via Brock/Bath,1377,558857
501,1708,2168400:543508:549131,Express - Cataraqui Centre via Front/Bayridge,1506,549131
7,1708,2168701:543509:552099,Cataraqui Centre,1394,552099
7,1708,2169212:543510:553131,Cataraqui Centre,1603,553131
801,1723,2165569:543511:553111,Express - Cataraqui Centre via Brock/Bath,1468,553111
801,1724,2165569:543511:558897,Express - Cataraqui Centre via Brock/Bath,1468,558897
802,1723,2165556:543512:553151,Express - Montreal Street Park & Ride,1312,553151
802,1724,2165556:543512:558798,Express - Montreal Street Park & Ride,1312,558798
502,1723,2164472:543514:553151,Express - Downtown via Bayridge/Front,1516,553151
502,1724,2164472:543514:558798,Express - Downtown via Bayridge/Front,1516,558798
22,1701,2167186:543515:551959,Innovation / Highway 15,1727,551959
7,1723,2165042:543516:552101,Cataraqui Centre,1418,552101
7,1724,2165042:543516:558818,Cataraqui Centre,1418,558818
7B,1701,2166519:543517:549304,Bus Terminal,981,549304
14,1701,2167332:543518:552034,Cataraqui North,1390,552034
701,1708,2169040:543519:558925,Express - Cataraqui Centre via Brock/Bath,1377,558925
10,1712,2165000:543520:549192,Cataraqui Centre,1396,549192
19,1701,2167077:543523:549304,Cataraqui Centre,1300,549304
502,1712,2164391:543525:551945,Express - Downtown via Bayridge/Front,1516,551945
501,1712,2164509:543526:552008,Express - Downtown via Princess St,1117,552008
4,1723,2164859:543527:553169,Downtown via Princess St,1169,553169
4,1724,2164859:543527:558787,Downtown via Princess St,1169,558787
13,1712,2165851:543529:551945,Cataraqui North,1441,551945
